1701620250.3989644,-6.0,-11.0,0.0,-4.0,-1.0,-1.0,-2.0,-4.0
1701620250.3989644,-1.0,7.0,6.0,-5.0,-3.0,-3.0,-3.0,-3.0
1701620250.3989644,-2.0,-4.0,-7.0,-3.0,-15.0,-5.0,-1.0,-2.0
1701620250.3989644,1.0,-2.0,-20.0,-8.0,2.0,-2.0,0.0,1.0
1701620250.4089997,4.0,10.0,-3.0,-10.0,5.0,2.0,0.0,-2.0
1701620250.4089997,-4.0,-9.0,18.0,6.0,1.0,-2.0,1.0,0.0
1701620250.4089997,-3.0,-6.0,13.0,5.0,-4.0,-3.0,-1.0,-1.0
1701620250.4089997,4.0,6.0,-21.0,-3.0,0.0,1.0,-2.0,0.0
1701620250.429085,2.0,0.0,-7.0,-5.0,-5.0,-2.0,2.0,-1.0
1701620250.429085,-4.0,-2.0,-8.0,-3.0,-2.0,-1.0,-1.0,-1.0
1701620250.429085,0.0,-2.0,-3.0,-8.0,1.0,1.0,1.0,0.0
1701620250.429085,-5.0,-8.0,-6.0,0.0,-9.0,-4.0,-3.0,-3.0
1701620250.4490683,3.0,2.0,1.0,0.0,1.0,1.0,-1.0,0.0
1701620250.4490683,-9.0,0.0,4.0,-3.0,2.0,-1.0,-3.0,-3.0
1701620250.4490683,2.0,1.0,1.0,12.0,-2.0,-4.0,-1.0,-1.0
1701620250.4490683,2.0,2.0,-1.0,-5.0,-1.0,1.0,1.0,0.0
1701620250.459075,1.0,-2.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0
1701620250.459075,-5.0,-2.0,-17.0,-12.0,-7.0,-4.0,-1.0,-2.0
1701620250.4689944,2.0,0.0,-10.0,-2.0,0.0,2.0,0.0,0.0
1701620250.4689944,-5.0,-2.0,11.0,7.0,9.0,0.0,2.0,0.0
1701620250.4889932,-1.0,4.0,7.0,3.0,0.0,1.0,1.0,3.0
1701620250.4889932,4.0,-4.0,4.0,-2.0,-5.0,-2.0,-1.0,-2.0
1701620250.4889932,-3.0,-6.0,5.0,-3.0,-11.0,-4.0,-4.0,-3.0
1701620250.4889932,1.0,10.0,4.0,-2.0,2.0,0.0,2.0,-1.0
1701620250.5089622,1.0,-15.0,-6.0,5.0,0.0,0.0,-4.0,-2.0
1701620250.5089622,0.0,-3.0,0.0,-5.0,0.0,0.0,-3.0,0.0
1701620250.5089622,-4.0,-3.0,4.0,2.0,3.0,-3.0,-1.0,-3.0
1701620250.5089622,1.0,-4.0,-13.0,-4.0,-5.0,2.0,0.0,0.0
1701620250.519253,1.0,6.0,6.0,-4.0,1.0,0.0,1.0,-1.0
1701620250.519253,-4.0,0.0,-4.0,4.0,2.0,-3.0,-3.0,-1.0
1701620250.529002,-5.0,-7.0,-12.0,-3.0,-1.0,-1.0,-1.0,-2.0
1701620250.529002,3.0,5.0,14.0,0.0,-7.0,-5.0,-3.0,-3.0
1701620250.5497644,-18.0,2.0,-5.0,-3.0,-4.0,-1.0,2.0,-2.0
1701620250.5497644,5.0,2.0,8.0,5.0,12.0,7.0,3.0,2.0
1701620250.5497644,4.0,5.0,3.0,3.0,4.0,1.0,1.0,3.0
1701620250.5497644,0.0,4.0,1.0,-4.0,-3.0,-2.0,-2.0,0.0
1701620250.5693772,5.0,-10.0,-11.0,1.0,-1.0,-6.0,-4.0,-1.0
1701620250.5693772,-16.0,-6.0,13.0,1.0,-8.0,-6.0,-3.0,-5.0
1701620250.5693772,-1.0,-7.0,-7.0,-9.0,-6.0,-1.0,0.0,0.0
1701620250.5693772,-3.0,-4.0,-15.0,-4.0,4.0,-2.0,-1.0,-1.0
1701620250.5797372,2.0,5.0,7.0,4.0,2.0,1.0,0.0,-1.0
1701620250.5797372,0.0,-5.0,-24.0,-15.0,-2.0,-3.0,0.0,-2.0
1701620250.5797372,5.0,1.0,4.0,13.0,4.0,0.0,-1.0,1.0
1701620250.5797372,-5.0,-1.0,-4.0,-6.0,-5.0,-1.0,0.0,-1.0
1701620250.6093464,0.0,-2.0,15.0,0.0,0.0,-1.0,1.0,0.0
