1705327297.6788125,-1.0,-4.0,16.0,2.0,1.0,1.0,-5.0,-31.0
1705327297.6788125,-2.0,-1.0,6.0,-3.0,-2.0,-3.0,-1.0,-3.0
1705327297.6788125,-4.0,-1.0,-8.0,-5.0,-2.0,-4.0,-1.0,1.0
1705327297.6788125,3.0,4.0,-8.0,3.0,1.0,1.0,3.0,13.0
1705327297.7088118,-4.0,-1.0,7.0,-2.0,-3.0,-1.0,-1.0,-18.0
1705327297.7088118,-2.0,-2.0,0.0,-9.0,-11.0,-5.0,-7.0,-15.0
1705327297.7088118,-2.0,-1.0,-6.0,-8.0,-11.0,-6.0,-27.0,-6.0
1705327297.7088118,0.0,-3.0,-13.0,20.0,22.0,21.0,8.0,10.0
1705327297.7188132,0.0,-2.0,-10.0,17.0,34.0,-3.0,17.0,17.0
1705327297.7188132,-1.0,3.0,23.0,4.0,2.0,3.0,16.0,1.0
1705327297.7288134,-2.0,-5.0,-14.0,-16.0,-16.0,-8.0,-1.0,5.0
1705327297.7288134,-3.0,-2.0,10.0,-10.0,-19.0,-10.0,-12.0,-30.0
1705327297.7388155,3.0,-1.0,1.0,-7.0,-16.0,-4.0,-7.0,20.0
1705327297.7388155,4.0,10.0,-5.0,5.0,2.0,-2.0,-5.0,3.0
1705327297.7388155,0.0,-3.0,19.0,6.0,4.0,-1.0,0.0,9.0
1705327297.7388155,-7.0,5.0,-29.0,-9.0,-2.0,-2.0,-1.0,-6.0
1705327297.768812,-1.0,-21.0,0.0,-5.0,-6.0,-2.0,-3.0,10.0
1705327297.768812,-2.0,-2.0,-12.0,1.0,3.0,1.0,-3.0,-23.0
1705327297.768812,-7.0,3.0,7.0,3.0,3.0,4.0,4.0,-12.0
1705327297.768812,8.0,-14.0,46.0,11.0,3.0,-4.0,0.0,42.0
1705327297.778817,-8.0,-9.0,-35.0,-13.0,-6.0,1.0,-9.0,-52.0
1705327297.778817,13.0,9.0,10.0,7.0,-2.0,-6.0,-5.0,19.0
1705327297.7888107,-18.0,-66.0,-23.0,-15.0,-4.0,-2.0,-2.0,-31.0
1705327297.7888107,6.0,-36.0,-55.0,0.0,6.0,2.0,6.0,-4.0
1705327297.808811,-14.0,17.0,81.0,12.0,-2.0,-3.0,-6.0,11.0
1705327297.808811,-14.0,-25.0,-30.0,-13.0,-5.0,1.0,-5.0,-5.0
1705327297.808811,6.0,11.0,-66.0,6.0,3.0,-1.0,4.0,-4.0
