1701873579.99365,-4.0,-7.0,-9.0,-2.0,-2.0,2.0,3.0,-4.0
1701873579.99365,4.0,-4.0,7.0,5.0,0.0,4.0,0.0,3.0
1701873580.0036528,11.0,33.0,-5.0,-1.0,-5.0,-1.0,-2.0,3.0
1701873580.0036528,-9.0,-30.0,25.0,11.0,2.0,-3.0,-3.0,-9.0
1701873580.0036528,2.0,21.0,11.0,7.0,8.0,6.0,2.0,5.0
1701873580.0036528,2.0,-7.0,-22.0,-7.0,-3.0,2.0,2.0,7.0
1701873580.014009,-10.0,-23.0,-1.0,-6.0,-2.0,-5.0,-5.0,-13.0
1701873580.014009,2.0,3.0,-7.0,-2.0,-6.0,0.0,-1.0,-2.0
1701873580.0239127,12.0,34.0,20.0,8.0,-5.0,-2.0,1.0,3.0
1701873580.0239127,-9.0,-14.0,-12.0,-10.0,-23.0,-15.0,-9.0,-9.0
1701873580.0239127,3.0,6.0,5.0,2.0,17.0,7.0,7.0,12.0
1701873580.0239127,6.0,17.0,13.0,8.0,17.0,15.0,6.0,12.0
1701873580.043819,-6.0,-10.0,4.0,3.0,-8.0,-9.0,-3.0,-10.0
1701873580.043819,-5.0,-9.0,-17.0,-9.0,-4.0,-5.0,-2.0,-4.0
1701873580.0536566,2.0,12.0,13.0,1.0,-4.0,-2.0,-4.0,0.0
1701873580.0536566,0.0,4.0,-6.0,-2.0,-7.0,-5.0,-1.0,-1.0
1701873580.0636535,-6.0,-16.0,-8.0,0.0,8.0,11.0,6.0,0.0
1701873580.0636535,-3.0,-3.0,-1.0,-7.0,-17.0,-17.0,-10.0,-3.0
1701873580.0636535,-1.0,4.0,2.0,1.0,-6.0,-20.0,-18.0,-6.0
1701873580.0636535,1.0,3.0,-3.0,6.0,17.0,22.0,20.0,6.0
1701873580.0840287,-6.0,-12.0,-9.0,2.0,12.0,25.0,17.0,10.0
1701873580.0840287,-1.0,2.0,8.0,4.0,13.0,3.0,-5.0,-8.0
1701873580.0840287,0.0,6.0,6.0,-1.0,-11.0,-7.0,-6.0,0.0
1701873580.0840287,-3.0,-5.0,-11.0,-8.0,-18.0,-21.0,-15.0,-3.0
1701873580.1036773,-7.0,-5.0,-5.0,-10.0,-10.0,-7.0,-8.0,-9.0
1701873580.1036773,-2.0,1.0,-6.0,-4.0,-2.0,-2.0,2.0,0.0
1701873580.1036773,1.0,-2.0,-6.0,-3.0,-4.0,1.0,5.0,4.0
1701873580.1136513,1.0,2.0,14.0,4.0,5.0,5.0,1.0,-2.0
1701873580.123985,-4.0,-15.0,-15.0,0.0,16.0,3.0,-1.0,-2.0
1701873580.123985,3.0,4.0,0.0,8.0,6.0,-1.0,-2.0,2.0
1701873580.1340122,-7.0,1.0,0.0,-11.0,-16.0,-5.0,-2.0,-7.0
1701873580.1340122,-5.0,-5.0,-10.0,-13.0,-15.0,-7.0,-1.0,-4.0
1701873580.144019,7.0,-4.0,12.0,5.0,2.0,-4.0,-3.0,9.0
1701873580.144019,-2.0,-1.0,-4.0,0.0,2.0,1.0,-1.0,-3.0
1701873580.144019,2.0,5.0,4.0,5.0,7.0,4.0,5.0,7.0
1701873580.144019,1.0,3.0,0.0,-1.0,-8.0,-5.0,-2.0,-4.0
1701873580.1637185,0.0,2.0,2.0,-6.0,-12.0,-9.0,-7.0,-8.0
1701873580.1637185,-6.0,-7.0,-7.0,-5.0,-6.0,-2.0,0.0,-5.0
1701873580.173722,6.0,0.0,6.0,7.0,6.0,5.0,8.0,10.0
1701873580.173722,-7.0,-3.0,-4.0,0.0,19.0,3.0,-8.0,-12.0
1701873580.1837244,4.0,1.0,-1.0,2.0,-2.0,2.0,-2.0,5.0
1701873580.1837244,-9.0,-6.0,5.0,9.0,14.0,18.0,12.0,1.0
1701873580.1939468,0.0,3.0,-2.0,-7.0,-6.0,1.0,0.0,-4.0
1701873580.1939468,4.0,6.0,2.0,-4.0,-10.0,-23.0,-13.0,6.0
1701873580.2039678,-7.0,-5.0,-3.0,1.0,-3.0,-2.0,1.0,-9.0
1701873580.2039678,1.0,0.0,-2.0,-6.0,-8.0,-5.0,-2.0,-1.0
1701873580.2039678,1.0,0.0,0.0,1.0,0.0,-3.0,-5.0,0.0
1701873580.2039678,-1.0,-5.0,-4.0,-3.0,-2.0,6.0,8.0,6.0
1701873580.2337563,-6.0,0.0,1.0,-8.0,-20.0,-16.0,-9.0,-16.0
1701873580.2337563,0.0,0.0,-4.0,1.0,13.0,7.0,-1.0,2.0
1701873580.2337563,0.0,-2.0,3.0,8.0,22.0,6.0,-3.0,-2.0
1701873580.2337563,-2.0,0.0,1.0,0.0,-10.0,-16.0,-19.0,-8.0
1701873580.243798,1.0,-7.0,-2.0,-5.0,1.0,38.0,39.0,15.0
1701873580.243798,9.0,1.0,-3.0,-1.0,-4.0,-4.0,-2.0,7.0
1701873580.2541385,-2.0,-1.0,-7.0,1.0,6.0,10.0,7.0,-4.0
1701873580.2541385,-2.0,0.0,-2.0,-3.0,-4.0,-11.0,-9.0,4.0
1701873580.264142,1.0,6.0,7.0,-4.0,-13.0,-24.0,-21.0,-16.0
1701873580.264142,-6.0,-4.0,4.0,-1.0,-6.0,-12.0,-16.0,-11.0
1701873580.264142,-2.0,-6.0,-11.0,-5.0,5.0,6.0,8.0,0.0
1701873580.264142,8.0,-2.0,4.0,2.0,4.0,8.0,12.0,12.0
1701873580.2837691,-5.0,-3.0,9.0,-3.0,-2.0,-5.0,-6.0,-4.0
1701873580.2837691,-2.0,-2.0,-17.0,-6.0,3.0,8.0,6.0,0.0
1701873580.2837691,-6.0,-2.0,10.0,0.0,-13.0,-9.0,-16.0,-12.0
1701873580.2837691,-1.0,2.0,0.0,1.0,8.0,0.0,-2.0,0.0
1701873580.3040922,2.0,2.0,2.0,3.0,-6.0,-10.0,1.0,2.0
1701873580.3040922,1.0,2.0,7.0,7.0,15.0,5.0,-10.0,1.0
1701873580.3146007,-9.0,0.0,6.0,3.0,2.0,5.0,14.0,2.0
1701873580.3146007,6.0,-5.0,-19.0,-9.0,-9.0,-3.0,-5.0,-6.0
1701873580.329646,-4.0,-9.0,-14.0,-9.0,-10.0,-16.0,-12.0,-3.0
1701873580.329646,2.0,-1.0,-2.0,-9.0,-16.0,-10.0,-4.0,2.0
1701873580.330645,-2.0,-1.0,-2.0,-2.0,-1.0,-3.0,8.0,-3.0
1701873580.330645,8.0,14.0,25.0,14.0,7.0,5.0,-5.0,18.0
1701873580.3469796,-17.0,-9.0,-18.0,-2.0,2.0,-13.0,-13.0,-39.0
1701873580.3469796,4.0,-5.0,-12.0,-11.0,-1.0,19.0,21.0,20.0
1701873580.3469796,-1.0,-1.0,6.0,2.0,6.0,-10.0,-15.0,-14.0
1701873580.3469796,-4.0,-5.0,-6.0,-4.0,-16.0,-4.0,0.0,5.0
