1701873443.1107624,6.0,-7.0,4.0,-2.0,11.0,11.0,2.0,-1.0
1701873443.1107624,-8.0,0.0,1.0,11.0,12.0,7.0,-3.0,2.0
1701873443.1107624,3.0,14.0,1.0,-7.0,-9.0,-7.0,-8.0,-2.0
1701873443.1107624,-1.0,6.0,16.0,1.0,-9.0,-4.0,6.0,-4.0
1701873443.1207623,0.0,5.0,1.0,8.0,0.0,-6.0,-1.0,7.0
1701873443.1207623,9.0,-18.0,-15.0,-4.0,4.0,11.0,0.0,4.0
1701873443.140723,28.0,69.0,-1.0,-3.0,-1.0,-2.0,-4.0,2.0
1701873443.140723,-35.0,-54.0,1.0,-1.0,-4.0,-2.0,2.0,-17.0
1701873443.140723,6.0,22.0,26.0,12.0,8.0,3.0,2.0,16.0
1701873443.140723,22.0,4.0,-10.0,-11.0,-4.0,-9.0,-5.0,3.0
1701873443.140723,26.0,31.0,22.0,12.0,5.0,11.0,15.0,10.0
1701873443.140723,-28.0,-56.0,-55.0,-18.0,-11.0,-8.0,-9.0,-11.0
1701873443.1707246,-6.0,9.0,-4.0,-8.0,-2.0,-1.0,-3.0,-2.0
1701873443.1707246,4.0,26.0,25.0,15.0,9.0,3.0,-5.0,-1.0
1701873443.1707246,-25.0,-62.0,-31.0,-8.0,-6.0,2.0,8.0,-6.0
1701873443.1707246,16.0,11.0,-24.0,-23.0,-8.0,-9.0,-8.0,-5.0
1701873443.1807227,-4.0,-6.0,16.0,7.0,0.0,8.0,4.0,-7.0
1701873443.1807227,-2.0,-3.0,-2.0,-2.0,-3.0,-6.0,-4.0,3.0
1701873443.1909664,-9.0,-10.0,8.0,4.0,0.0,-2.0,-1.0,-6.0
1701873443.1909664,5.0,4.0,-9.0,-2.0,-5.0,-4.0,3.0,5.0
1701873443.201018,-15.0,4.0,1.0,-6.0,0.0,-2.0,-4.0,-7.0
1701873443.201018,-2.0,7.0,9.0,7.0,7.0,1.0,-3.0,-7.0
1701873443.201018,1.0,-19.0,-10.0,-1.0,8.0,1.0,-1.0,6.0
1701873443.201018,15.0,28.0,14.0,12.0,6.0,2.0,4.0,4.0
1701873443.2307246,-3.0,-8.0,-6.0,-14.0,-8.0,-4.0,-7.0,-5.0
1701873443.2307246,-2.0,-5.0,0.0,-7.0,-3.0,-3.0,1.0,0.0
1701873443.2307246,-6.0,-13.0,15.0,9.0,-3.0,-4.0,-2.0,-3.0
1701873443.2307246,2.0,8.0,-28.0,-9.0,-3.0,-1.0,1.0,2.0
1701873443.2507236,11.0,3.0,-9.0,-4.0,-5.0,-7.0,-3.0,-4.0
1701873443.2507236,-9.0,10.0,-2.0,4.0,-4.0,-1.0,0.0,-2.0
1701873443.2507236,-3.0,13.0,0.0,-10.0,4.0,5.0,4.0,4.0
1701873443.2507236,5.0,12.0,31.0,23.0,14.0,10.0,3.0,-1.0
1701873443.2608829,-3.0,-13.0,-9.0,-16.0,-14.0,-14.0,-7.0,10.0
1701873443.2608829,-5.0,-16.0,-5.0,6.0,-2.0,-4.0,-10.0,-25.0
1701873443.2608829,17.0,35.0,-5.0,-13.0,-6.0,-5.0,0.0,7.0
1701873443.2608829,2.0,6.0,-3.0,-2.0,3.0,4.0,5.0,2.0
1701873443.3007221,-11.0,-14.0,5.0,10.0,-1.0,-3.0,-2.0,-4.0
1701873443.3007221,-1.0,-1.0,12.0,4.0,3.0,-2.0,-1.0,4.0
1701873443.3007221,-6.0,-17.0,-23.0,-14.0,0.0,-3.0,-4.0,-2.0
1701873443.3007221,-2.0,-6.0,-2.0,-4.0,-2.0,0.0,-2.0,-7.0
1701873443.3007221,17.0,17.0,6.0,3.0,8.0,6.0,3.0,12.0
1701873443.3007221,-10.0,-1.0,-13.0,-9.0,-10.0,-7.0,-3.0,-6.0
1701873443.3108928,-1.0,-15.0,-5.0,7.0,-6.0,-5.0,-5.0,-3.0
1701873443.3108928,2.0,5.0,7.0,-7.0,-3.0,-1.0,3.0,4.0
1701873443.3307264,-3.0,-6.0,3.0,12.0,4.0,1.0,-10.0,-13.0
1701873443.3307264,2.0,-2.0,-9.0,-10.0,0.0,1.0,7.0,9.0
1701873443.3307264,-12.0,-17.0,-10.0,1.0,-2.0,-6.0,-1.0,1.0
1701873443.3307264,4.0,-1.0,-1.0,-6.0,-4.0,-1.0,-1.0,-3.0
1701873443.3507278,-5.0,6.0,8.0,4.0,1.0,0.0,0.0,-4.0
1701873443.3507278,-7.0,-13.0,6.0,4.0,7.0,3.0,0.0,-4.0
1701873443.3507278,-3.0,-2.0,-25.0,-17.0,-7.0,-1.0,2.0,-1.0
1701873443.3507278,2.0,-10.0,22.0,18.0,-4.0,-4.0,-7.0,0.0
1701873443.3707268,-10.0,-3.0,-10.0,-8.0,-3.0,1.0,-4.0,-9.0
1701873443.3707268,-4.0,-5.0,-11.0,-7.0,-1.0,-2.0,5.0,2.0
1701873443.3707268,11.0,1.0,14.0,8.0,0.0,3.0,0.0,13.0
1701873443.3707268,-14.0,0.0,-2.0,0.0,3.0,1.0,-6.0,-11.0
1701873443.3807502,-3.0,0.0,-3.0,-7.0,-3.0,-4.0,-1.0,-6.0
1701873443.3807502,0.0,2.0,4.0,4.0,-1.0,-4.0,-7.0,-1.0
1701873443.3807502,-6.0,-17.0,0.0,-1.0,-1.0,1.0,-3.0,-7.0
1701873443.3807502,4.0,-4.0,-23.0,-8.0,-2.0,1.0,2.0,3.0
1701873443.410722,-2.0,0.0,8.0,2.0,3.0,1.0,-2.0,2.0
1701873443.410722,10.0,26.0,-4.0,-7.0,-6.0,-3.0,1.0,2.0
1701873443.410722,2.0,-3.0,4.0,0.0,2.0,3.0,0.0,-2.0
1701873443.410722,1.0,4.0,10.0,12.0,0.0,2.0,1.0,3.0
1701873443.421059,4.0,6.0,1.0,2.0,2.0,0.0,0.0,2.0
1701873443.421059,-13.0,-12.0,-7.0,-3.0,-2.0,-4.0,1.0,-4.0
1701873443.431055,-5.0,-3.0,2.0,-1.0,-5.0,-7.0,-6.0,-5.0
1701873443.431055,3.0,-1.0,5.0,1.0,-3.0,-3.0,-1.0,1.0
1701873443.4410691,3.0,20.0,6.0,6.0,6.0,2.0,4.0,-4.0
1701873443.4410691,9.0,8.0,5.0,3.0,5.0,5.0,4.0,8.0
1701873443.4410691,2.0,-1.0,-5.0,1.0,-1.0,-3.0,-6.0,4.0
1701873443.4410691,-10.0,-17.0,-28.0,-26.0,-9.0,-8.0,-9.0,-22.0
1701873443.4707553,5.0,-3.0,4.0,4.0,-4.0,-1.0,3.0,5.0
1701873443.4707553,-5.0,-10.0,1.0,3.0,-2.0,-1.0,-3.0,-3.0
1701873443.4707553,8.0,10.0,0.0,-3.0,-1.0,-2.0,3.0,3.0
1701873443.4707553,2.0,4.0,12.0,9.0,6.0,4.0,0.0,6.0
1701873443.4909818,-6.0,-2.0,-12.0,-8.0,-2.0,-1.0,0.0,-5.0
1701873443.4909818,0.0,-3.0,0.0,-1.0,-2.0,-1.0,-1.0,0.0
1701873443.4909818,-3.0,-1.0,5.0,1.0,-3.0,2.0,-1.0,-3.0
1701873443.4909818,8.0,30.0,18.0,13.0,5.0,1.0,1.0,1.0
1701873443.5009437,-6.0,-6.0,-8.0,7.0,3.0,0.0,1.0,-3.0
1701873443.5009437,-6.0,-15.0,-29.0,-23.0,-7.0,-3.0,-3.0,-5.0
1701873443.5009437,1.0,-1.0,6.0,-2.0,-2.0,-6.0,-3.0,1.0
1701873443.5009437,0.0,4.0,17.0,1.0,-4.0,-3.0,2.0,1.0
1701873443.5307581,7.0,3.0,4.0,1.0,-8.0,-7.0,-6.0,-2.0
1701873443.5307581,4.0,2.0,-6.0,4.0,-2.0,3.0,-3.0,0.0
